"Year","Month","Class","Type","Longitude","Latitude","Time.Range","Time"
"2017",10,1,"Injury",-73.9940415523484,40.7203209786167,"6-9",8
"2017",10,1,"Injury",-74.0778122932047,40.5972842977551,"12-15",14
"2017",10,1,"Injury",-73.902302952805,40.8313506004789,"6-9",8
"2017",10,1,"Injury",-73.9160459933914,40.6860720688546,"12-15",14
"2017",10,1,"Injury",-74.1514022513124,40.6369708981636,"21-24",23
"2017",10,1,"Injury",-73.8649297120815,40.736894826609,"12-15",14
"2017",10,1,"Injury",-74.0164062230861,40.622014175575,"15-18",17
"2017",10,1,"Injury",-73.9534687339575,40.7197982285092,"21-24",23
"2017",10,1,"Injury",-73.9647263619218,40.7175198135946,"18-21",20
"2017",10,1,"Injury",-73.9023126977027,40.6451347038252,"15-18",17
"2017",10,1,"Injury",-73.9666158170552,40.7532434236793,"3-6",5
"2017",10,1,"Injury",-73.9791839059254,40.6831288364433,"18-21",20
"2017",10,1,"Injury",-73.8358059662801,40.8387830956252,"15-18",17
"2017",10,1,"Injury",-73.8181908871472,40.6759636192871,"15-18",17
"2017",10,1,"Injury",-73.7696992255827,40.6970655460397,"15-18",17
"2017",10,1,"Injury",-73.915566295823,40.6583925708196,"18-21",20
"2017",10,1,"Injury",-73.9907263637267,40.7559504046372,"6-9",8
"2017",10,1,"Injury",-73.7594414301287,40.7210634425527,"18-21",20
"2017",10,1,"Injury",-73.9578330638019,40.8163196357587,"21-24",23
"2017",10,1,"Injury",-73.9998533043336,40.7217917865095,"15-18",17
"2017",10,1,"Injury",-73.9511129483289,40.8051540168873,"15-18",17
"2017",10,1,"Injury",-73.8117729679413,40.70418094911,"12-15",14
"2017",10,1,"Injury",-73.9577109096862,40.7305890718454,"6-9",8
"2017",10,1,"Injury",-73.9963377164951,40.7380449918559,"21-24",23
"2017",10,2,"Injury",-73.9406880310881,40.7119620463738,"15-18",17
"2017",10,1,"Injury",-73.9690972446434,40.6243328240896,"6-9",8
"2017",10,1,"Injury",-73.9599427539148,40.7107870675542,"15-18",17
"2017",10,1,"Injury",-73.9012927765788,40.8204754411668,"12-15",14
"2017",10,1,"Injury",-73.8829510452318,40.8283038653647,"12-15",14
"2017",10,2,"Injury",-73.9149921166403,40.7638923033461,"12-15",14
"2017",10,1,"Injury",-73.8878227614175,40.7534355975676,"15-18",17
"2017",10,1,"Injury",-73.8708421565017,40.7515446919156,"12-15",14
"2017",10,1,"Injury",-74.0048260812834,40.7096606787339,"9-12",11
"2017",10,1,"Injury",-73.8913785901246,40.7359183115459,"15-18",17
"2017",10,1,"Injury",-73.8106005929704,40.6996007049949,"18-21",20
"2017",10,1,"Injury",-73.9731339052746,40.7851701462725,"15-18",17
"2017",10,1,"Injury",-73.9562588974939,40.8133894324042,"18-21",20
"2017",10,1,"Injury",-74.0112310064261,40.7103668629713,"15-18",17
"2017",10,1,"Injury",-73.8430452195731,40.8888215391278,"12-15",14
"2017",10,1,"Injury",-73.9787224675967,40.7724188973451,"21-24",23
"2017",10,1,"Injury",-73.9913041537285,40.7173816807432,"6-9",8
"2017",10,1,"Injury",-74.008378312847,40.7165874903479,"21-24",23
"2017",10,1,"Injury",-73.9374185279152,40.8043746770951,"9-12",11
"2017",10,1,"Injury",-73.9134922032288,40.7148911137982,"15-18",17
"2017",10,1,"Injury",-73.9539837023228,40.7788221088923,"12-15",14
"2017",10,1,"Injury",-73.9806659056375,40.7850270354477,"15-18",17
"2017",10,1,"Injury",-73.9702992458707,40.7890527524143,"18-21",20
"2017",10,1,"Injury",-73.8976101325037,40.6534538148459,"18-21",20
"2017",10,1,"Injury",-73.8153159328808,40.7024873290512,"6-9",8
"2017",10,1,"Injury",-73.9483560159914,40.8163743046892,"21-24",23
"2017",10,1,"Injury",-73.866648657622,40.7496191303849,"21-24",23
"2017",10,1,"Injury",-73.9697278991715,40.6978040133854,"15-18",17
"2017",10,1,"Injury",-73.9116371795344,40.6857968665611,"18-21",20
"2017",10,1,"Injury",-73.965693374045,40.768543779585,"12-15",14
"2017",10,1,"Injury",-73.9759073349092,40.7955209950898,"21-24",23
"2017",10,1,"Injury",-73.9511156570836,40.7109566184935,"21-24",23
"2017",10,1,"Injury",-74.0148243281969,40.7098233671216,"18-21",20
"2017",10,1,"Injury",-73.9949835810125,40.7603001603812,"6-9",8
"2017",10,1,"Injury",-73.8192059626457,40.8379238806847,"18-21",20
"2017",10,1,"Injury",-73.9110810461577,40.6369318772342,"21-24",23
"2017",10,1,"Injury",-74.0244664406169,40.6204367512066,"12-15",14
"2017",10,1,"Injury",-74.0058415628194,40.6560860574663,"9-12",11
"2017",10,1,"Injury",-73.8664801154327,40.7382109627949,"18-21",20
"2017",10,1,"Injury",-73.85422031906,40.6851824655074,"18-21",20
"2017",10,1,"Injury",-73.9632018472895,40.7144551521141,"6-9",8
"2017",10,1,"Injury",-73.9959826723342,40.6133881890572,"0-3",2
"2017",10,1,"Injury",-73.9561115577568,40.6833327546673,"18-21",20
"2017",10,1,"Injury",-73.9947974135372,40.6145622769145,"18-21",20
"2017",10,1,"Injury",-73.9372480363998,40.7127827403946,"15-18",17
"2017",10,1,"Injury",-73.9909718697959,40.6925487996318,"9-12",11
"2017",10,1,"Injury",-74.0079165102402,40.6509506711374,"15-18",17
"2017",10,1,"Injury",-73.982193542214,40.7727966455154,"9-12",11
"2017",10,1,"Injury",-73.9300271356696,40.8634242209008,"0-3",2
"2017",10,1,"Injury",-73.861777385307,40.7442810713094,"15-18",17
"2017",10,1,"Injury",-73.9431076914317,40.644636363276,"0-3",2
"2017",10,1,"Injury",-73.9893127304915,40.6655663360585,"21-24",23
"2017",10,1,"Injury",-73.9356350505233,40.7368757065356,"18-21",20
"2017",10,1,"Injury",-73.979789039862,40.7349618167984,"18-21",20
"2017",10,1,"Injury",-73.9403155979353,40.7444044967747,"0-3",2
"2017",10,1,"Injury",-74.0126492113533,40.6428657860079,"15-18",17
"2017",10,1,"Injury",-73.9273554169272,40.6791825175626,"18-21",20
"2017",10,1,"Injury",-73.9433229441406,40.7080701943513,"18-21",20
"2017",10,1,"Injury",-73.94889233838,40.7111675343067,"18-21",20
"2017",10,1,"Injury",-73.9564790185525,40.7713871947895,"12-15",14
"2017",10,1,"Injury",-73.9050012922138,40.852543301861,"15-18",17
"2017",10,1,"Injury",-73.9438131925463,40.8253325500019,"15-18",17
"2017",10,1,"Injury",-73.9539780298826,40.6014016307245,"21-24",23
"2017",10,1,"Injury",-73.9091734172758,40.7036881440619,"6-9",8
"2017",10,1,"Injury",-73.9546841891974,40.6872448529904,"9-12",11
"2017",10,1,"Injury",-73.9491197020749,40.6130532158649,"6-9",8
"2017",10,1,"Injury",-73.9478129872219,40.8045866249048,"15-18",17
"2017",10,1,"Injury",-73.9797266059402,40.7228905951681,"18-21",20
"2017",10,1,"Injury",-73.8544742940271,40.7006550326755,"15-18",17
"2017",10,1,"Injury",-73.8784874343488,40.8810765201336,"3-6",5
"2017",10,1,"Injury",-73.7814643485746,40.6944695810488,"12-15",14
"2017",10,1,"Injury",-73.8957277924758,40.7485110425833,"6-9",8
"2017",10,1,"Injury",-73.9129621330202,40.8281596958496,"21-24",23
"2017",10,1,"Injury",-74.0057772982705,40.7176766462067,"12-15",14
"2017",10,1,"Injury",-73.849514322969,40.8957182151403,"6-9",8
"2017",10,1,"Injury",-73.9481848638886,40.6902415946786,"6-9",8
"2017",10,1,"Injury",-73.9170678439261,40.7005481091876,"12-15",14
"2017",10,1,"Injury",-73.9185603664439,40.8684818507955,"12-15",14
"2017",10,1,"Injury",-73.9750761129855,40.6261137661997,"18-21",20
"2017",10,1,"Injury",-73.9994546465711,40.6099504460736,"21-24",23
"2017",10,1,"Injury",-73.9869487385777,40.756035901628,"15-18",17
"2017",10,1,"Injury",-73.9116805159768,40.7679629643007,"15-18",17
"2017",10,1,"Injury",-73.9656282460704,40.7954562176163,"12-15",14
"2017",10,1,"Injury",-73.9705341760069,40.7590006480989,"12-15",14
"2017",10,1,"Injury",-73.9420094993419,40.6343548982954,"18-21",20
"2017",10,1,"Injury",-74.0052266592792,40.6189731525622,"15-18",17
"2017",10,1,"Injury",-73.9144446116776,40.7787752588556,"18-21",20
"2017",10,1,"Injury",-73.9707405062066,40.6387949741002,"15-18",17
"2017",10,1,"Injury",-73.9568416516587,40.6869960780893,"18-21",20
"2017",10,1,"Injury",-73.9192003887971,40.8141439018325,"0-3",2
"2017",10,1,"Injury",-73.932996907425,40.7093171591361,"6-9",8
"2017",10,1,"Injury",-73.9868672660494,40.7000719198835,"15-18",17
"2017",10,2,"Injury",-73.9825562929994,40.7313501328312,"15-18",17
"2017",10,1,"Injury",-73.9852661421875,40.5967438443178,"12-15",14
"2017",10,1,"Injury",-73.9828832111722,40.6193807882759,"21-24",23
"2017",10,1,"Injury",-73.9587078993048,40.6503872723399,"21-24",23
"2017",10,1,"Injury",-73.9301799705655,40.6885651386559,"12-15",14
"2017",10,1,"Injury",-73.9403300128439,40.7177867678686,"12-15",14
"2017",10,1,"Injury",-73.8690793535871,40.8310859274118,"3-6",5
"2017",10,1,"Injury",-73.970803612264,40.7517481999308,"9-12",11
"2017",10,1,"Injury",-73.9470345114501,40.8158299030982,"18-21",20
"2017",10,1,"Injury",-73.9238296350669,40.8128241412351,"0-3",2
"2017",10,1,"Injury",-73.869168590019,40.7553947378107,"21-24",23
"2017",10,1,"Injury",-73.8828444561169,40.8478172251415,"12-15",14
"2017",10,1,"Injury",-73.8510406267588,40.8319281815064,"12-15",14
"2017",10,1,"Injury",-73.9500666493089,40.6554229965498,"18-21",20
"2017",10,1,"Injury",-73.9855372662862,40.7579732830993,"18-21",20
"2017",10,1,"Injury",-74.0038921741765,40.6237015855341,"18-21",20
"2017",10,1,"Injury",-73.8860362848133,40.7592330381376,"21-24",23
"2017",10,1,"Injury",-73.9271429987401,40.8109498082497,"18-21",20
"2017",10,1,"Injury",-73.8858349649146,40.839896926097,"18-21",20
"2017",10,1,"Injury",-73.975512785938,40.787002466644,"12-15",14
"2017",10,1,"Injury",-73.969002826081,40.7984719463535,"21-24",23
"2017",10,1,"Injury",-73.945695228336,40.7861730062677,"18-21",20
"2017",10,1,"Injury",-73.9988839969163,40.6105176183415,"18-21",20
"2017",10,1,"Injury",-73.9575591599164,40.7144988928904,"18-21",20
"2017",10,1,"Injury",-73.969625002298,40.7602514391118,"21-24",23
"2017",10,1,"Injury",-73.9257148143086,40.6937248692999,"21-24",23
"2017",10,1,"Injury",-73.9677874995255,40.6879836899582,"21-24",23
"2017",10,1,"Injury",-73.9161018830284,40.7666059130765,"12-15",14
"2017",10,1,"Injury",-73.9216311641054,40.7006755596191,"18-21",20
"2017",10,1,"Injury",-73.7910141067043,40.7114325833177,"15-18",17
"2017",10,1,"Injury",-73.9315390669673,40.6643429042484,"21-24",23
"2017",10,1,"Injury",-73.9695211519593,40.6915635583463,"18-21",20
"2017",10,1,"Injury",-73.9604657172255,40.6252827680464,"12-15",14
"2017",10,1,"Injury",-73.9469189146201,40.6783205802216,"21-24",23
"2017",10,1,"Injury",-73.9426511830095,40.6403445898426,"0-3",2
"2017",10,1,"Injury",-74.0137538848466,40.7136905542344,"18-21",20
"2017",10,1,"Injury",-73.940517998746,40.8453687550326,"18-21",20
"2017",10,1,"Injury",-73.9394428437428,40.7506060188325,"18-21",20
"2017",10,1,"Injury",-73.8570399105422,40.7027877273069,"6-9",8
"2017",10,1,"Injury",-73.8206666767064,40.764990813272,"9-12",11
"2017",10,1,"Injury",-73.9909452155994,40.7396733753526,"12-15",14
"2017",10,1,"Injury",-73.913605705223,40.6993006220915,"12-15",14
"2017",10,1,"Injury",-73.9558608648191,40.8037437164737,"9-12",11
"2017",10,1,"Injury",-73.9571673013895,40.6997078665975,"9-12",11
"2017",10,1,"Injury",-73.9651438522622,40.5911019142947,"9-12",11
"2017",10,1,"Injury",-74.0407150578145,40.6257196573472,"15-18",17
"2017",10,1,"Injury",-73.9670280923255,40.6499472730949,"18-21",20
"2017",10,1,"Injury",-73.9176862697933,40.8160812414872,"12-15",14
"2017",10,1,"Injury",-73.9847636919068,40.7692264000235,"12-15",14
"2017",10,1,"Injury",-73.9082447833319,40.6561330318341,"9-12",11
"2017",10,1,"Injury",-73.9490134111793,40.7942816396668,"15-18",17
"2017",10,1,"Injury",-73.8694245859676,40.7491568503444,"15-18",17
"2017",10,1,"Injury",-73.9917149873171,40.7352152994094,"15-18",17
"2017",10,1,"Injury",-74.0018530189518,40.6091375598123,"9-12",11
"2017",10,1,"Injury",-73.992528559885,40.7534739116689,"21-24",23
"2017",10,1,"Injury",-73.8675141297254,40.7493757062915,"0-3",2
"2017",10,1,"Injury",-73.9848039995098,40.6278722786342,"9-12",11
"2017",10,1,"Injury",-73.9494652709536,40.8226893194449,"12-15",14
"2017",10,1,"Injury",-73.9273165318264,40.8185596325279,"9-12",11
"2017",10,1,"Injury",-73.9515292568166,40.7994587257465,"12-15",14
"2017",10,1,"Injury",-73.7802883977956,40.7658864361818,"6-9",8
"2017",10,1,"Injury",-73.947522544317,40.6588757516109,"9-12",11
"2017",10,1,"Injury",-74.0079879534243,40.6473447144487,"12-15",14
"2017",10,1,"Injury",-73.9237884860751,40.7612260852541,"18-21",20
"2017",10,1,"Injury",-73.9397146069851,40.7069182909237,"18-21",20
"2017",10,1,"Injury",-73.8310385189598,40.7141505382483,"12-15",14
"2017",10,1,"Injury",-73.9856906517386,40.5813009781539,"12-15",14
"2017",10,1,"Injury",-73.980291155194,40.647297160519,"15-18",17
"2017",10,1,"Injury",-73.9862038808487,40.7672429521008,"15-18",17
"2017",10,1,"Injury",-73.9605197002523,40.6587794767824,"18-21",20
"2017",10,1,"Injury",-73.9836214108152,40.7497237698805,"21-24",23
"2017",10,1,"Injury",-73.9357554824459,40.8153255836473,"18-21",20
"2017",10,1,"Injury",-73.9619657368409,40.7596194589797,"12-15",14
"2017",10,1,"Injury",-73.9093054348774,40.6640975759458,"9-12",11
"2017",10,1,"Injury",-73.8301395963345,40.7595704449472,"21-24",23
"2017",10,1,"Injury",-73.944676018998,40.7915695385568,"9-12",11
"2017",10,1,"Injury",-73.9045713419257,40.7230088834516,"21-24",23
"2017",10,1,"Injury",-73.9066132502685,40.7453931635801,"15-18",17
"2017",10,1,"Injury",-73.9671222653197,40.6354545574313,"21-24",23
"2017",10,1,"Injury",-73.9883053485574,40.7475355162152,"15-18",17
"2017",10,1,"Injury",-73.943973478188,40.6800881276936,"21-24",23
"2017",10,1,"Injury",-73.922399455335,40.8097805140656,"18-21",20
"2017",10,1,"Injury",-73.8861677151544,40.7495523586466,"9-12",11
"2017",10,1,"Injury",-73.8216105555774,40.8288361890565,"15-18",17
"2017",10,1,"Injury",-73.8726924070057,40.7550299387337,"18-21",20
"2017",10,1,"Injury",-73.8696175902673,40.7078320492607,"18-21",20
"2017",10,1,"Injury",-74.0104929792085,40.6552757030209,"9-12",11
"2017",10,1,"Injury",-73.9227525722452,40.6670973317687,"9-12",11
"2017",10,1,"Injury",-73.7951493863954,40.5929073986421,"15-18",17
"2017",10,1,"Injury",-73.9899716724101,40.7126463379464,"15-18",17
"2017",10,1,"Injury",-73.9283496719971,40.6686471928853,"15-18",17
"2017",10,1,"Injury",-73.8745917544897,40.8415206457797,"12-15",14
"2017",10,1,"Injury",-73.9611916207885,40.6509802816221,"18-21",20
"2017",10,1,"Injury",-73.8636865646041,40.6956914174032,"6-9",8
"2017",10,1,"Injury",-73.8937119396654,40.5837274539679,"6-9",8
"2017",10,1,"Injury",-73.946947766281,40.7942341337346,"15-18",17
"2017",10,1,"Injury",-73.9087085923608,40.8240666341548,"6-9",8
"2017",10,1,"Injury",-73.8837854089714,40.6802209845481,"18-21",20
"2017",10,1,"Injury",-74.008583718629,40.7199519333942,"15-18",17
"2017",10,1,"Injury",-73.9221953953818,40.760475340071,"15-18",17
"2017",10,2,"Injury",-73.9885225216136,40.7214615207175,"3-6",5
"2017",10,1,"Injury",-73.8867350579672,40.680538628959,"18-21",20
"2017",10,1,"Injury",-74.1698345452377,40.5708790754569,"12-15",14
"2017",10,1,"Injury",-73.9484163857935,40.7184555316766,"12-15",14
"2017",10,1,"Injury",-74.0024688399293,40.7303243718057,"15-18",17
"2017",10,1,"Injury",-74.013048032795,40.716453708205,"12-15",14
"2017",10,1,"Injury",-73.9903732942015,40.6367049837964,"9-12",11
"2017",10,1,"Injury",-73.9366570208172,40.6691005698577,"18-21",20
"2017",10,1,"Injury",-73.9295083748624,40.8093286614311,"12-15",14
"2017",10,1,"Injury",-73.940787522945,40.6148718365315,"21-24",23
"2017",10,1,"Injury",-73.9416866440679,40.7258821817697,"0-3",2
"2017",10,1,"Injury",-73.8827875610734,40.8412951822904,"9-12",11
"2017",10,1,"Injury",-73.9649577831666,40.7116781019873,"12-15",14
"2017",10,1,"Injury",-74.0074586103613,40.7072192977221,"9-12",11
"2017",10,1,"Injury",-73.8774111169534,40.6719972104715,"0-3",2
"2017",10,1,"Injury",-73.9903635439023,40.7192048141732,"6-9",8
"2017",10,1,"Injury",-74.0038534581231,40.6026679186441,"18-21",20
"2017",10,1,"Injury",-73.8145118671794,40.7548982303628,"15-18",17
"2017",10,1,"Injury",-73.9169597166988,40.6707140986994,"6-9",8
"2017",10,1,"Injury",-74.0021655605468,40.6529493132747,"21-24",23
"2017",10,1,"Injury",-73.9601800550641,40.5984187332827,"6-9",8
"2017",10,1,"Injury",-73.9587808115299,40.763990015682,"15-18",17
"2017",10,1,"Injury",-73.9990614506372,40.7200442997132,"21-24",23
"2017",10,1,"Injury",-73.9767032352521,40.7649954489648,"15-18",17
"2017",10,1,"Injury",-74.1580267545694,40.6302562149347,"0-3",2
"2017",10,1,"Injury",-73.9565406001632,40.6666024481909,"18-21",20
"2017",10,1,"Injury",-73.9035210912719,40.8350100293319,"18-21",20
"2017",10,1,"Injury",-73.9182425443544,40.6287700743734,"18-21",20
"2017",10,1,"Injury",-73.9402010505556,40.5916840051707,"15-18",17
"2017",10,1,"Injury",-73.9234737919035,40.8254132189714,"15-18",17
"2017",10,1,"Injury",-73.915426567275,40.8504785642275,"15-18",17
"2017",10,1,"Injury",-74.0035273194727,40.7361785195024,"18-21",20
"2017",10,1,"Injury",-73.9506797554866,40.8108429626091,"15-18",17
"2017",10,1,"Injury",-73.8719698567499,40.6872511098566,"6-9",8
"2017",10,1,"Injury",-73.8152427278637,40.7042024380607,"12-15",14
"2017",10,1,"Injury",-73.9605951424435,40.6821622049987,"12-15",14
"2017",10,1,"Injury",-73.9416393322463,40.7082299950652,"0-3",2
"2017",10,1,"Injury",-73.9941607836763,40.7410288213241,"12-15",14
"2017",10,1,"Injury",-73.9806820195717,40.6180526217648,"18-21",20
"2017",10,1,"Injury",-73.9806065327781,40.7216773382126,"6-9",8
"2017",10,1,"Injury",-73.8577318049032,40.8927539976336,"18-21",20
"2017",10,1,"Injury",-73.9227588225265,40.8173882838383,"12-15",14
"2017",10,1,"Injury",-73.9538485115268,40.663727807108,"18-21",20
"2017",10,1,"Injury",-73.9993209029493,40.6246552462217,"6-9",8
"2017",10,1,"Injury",-73.8536740315445,40.8939570720365,"0-3",2
"2017",10,1,"Injury",-73.8762436552449,40.768128317063,"15-18",17
"2017",10,1,"Injury",-73.9787523494187,40.7199337053425,"12-15",14
"2017",10,1,"Injury",-73.9571361480839,40.7122392020807,"15-18",17
"2017",10,1,"Injury",-73.993639049684,40.7272892101788,"18-21",20
"2017",10,1,"Injury",-73.9496933021804,40.8236039989609,"18-21",20
"2017",10,1,"Injury",-73.9808596544491,40.7419697666186,"6-9",8
"2017",10,1,"Injury",-74.0045990693529,40.6195768522017,"21-24",23
"2017",10,1,"Injury",-73.9886670533148,40.7007049963434,"6-9",8
"2017",10,1,"Injury",-73.9643586030766,40.6150939126642,"18-21",20
"2017",10,1,"Injury",-73.9744118925303,40.7325921952208,"18-21",20
"2017",10,1,"Injury",-73.9428501354126,40.7051820291063,"15-18",17
"2017",10,1,"Injury",-73.994592649071,40.7404419799996,"15-18",17
"2017",10,1,"Injury",-73.8631925895367,40.8828811442301,"18-21",20
"2017",10,1,"Injury",-73.9082068893029,40.8071521852612,"12-15",14
"2017",10,1,"Injury",-73.9517363575045,40.7254357588441,"6-9",8
"2017",10,1,"Injury",-73.8982580163686,40.813096127286,"12-15",14
"2017",10,1,"Injury",-74.0007478498168,40.6301750895008,"12-15",14
"2017",10,1,"Injury",-73.7385488656302,40.7696676960427,"15-18",17
"2017",10,1,"Injury",-73.9178880796778,40.7616950740614,"15-18",17
"2017",10,1,"Injury",-73.9748872716081,40.7559237891318,"12-15",14
"2017",10,1,"Injury",-73.9672720322539,40.6072557239225,"18-21",20
"2017",10,1,"Injury",-73.8614982603648,40.8677822143915,"12-15",14
"2017",10,1,"Injury",-73.929615058792,40.6976069903812,"15-18",17
"2017",10,1,"Injury",-73.9415088985518,40.6296775984691,"6-9",8
"2017",10,1,"Injury",-73.9507094672344,40.6214743819178,"21-24",23
"2017",10,1,"Injury",-73.9949086811726,40.7230359086203,"15-18",17
"2017",10,1,"Injury",-73.9737658758445,40.7603641631776,"12-15",14
"2017",10,1,"Injury",-73.9675319669692,40.6817687829962,"6-9",8
"2017",10,1,"Injury",-73.9348721086924,40.6795930867791,"15-18",17
"2017",10,1,"Injury",-73.9294524941457,40.6849027642514,"18-21",20
"2017",10,1,"Injury",-73.9890507722101,40.7684400901332,"21-24",23
"2017",10,1,"Injury",-73.8877832691363,40.7472289250022,"12-15",14
"2017",10,1,"Injury",-73.9444997062623,40.7152276681761,"12-15",14
"2017",10,1,"Injury",-73.9203036662523,40.684450857165,"6-9",8
"2017",10,1,"Injury",-73.9646390814574,40.5933231522401,"9-12",11
"2017",10,3,"Injury",-73.9864043670465,40.7558080280945,"18-21",20
"2017",10,1,"Injury",-74.0205260866603,40.6180578426937,"15-18",17
"2017",10,1,"Injury",-74.0050735066562,40.6501466605797,"15-18",17
"2017",10,1,"Injury",-73.9709212630287,40.6265699843339,"15-18",17
"2017",10,1,"Injury",-74.0074521735604,40.7060510917299,"18-21",20
"2017",10,1,"Injury",-73.8839357950404,40.747630241343,"18-21",20
"2017",10,1,"Injury",-73.9690620199554,40.6841573604619,"18-21",20
"2017",10,1,"Injury",-73.9623598021789,40.7948520596529,"18-21",20
"2017",10,2,"Injury",-73.9685204710691,40.754876189167,"9-12",11
"2017",10,1,"Injury",-73.8961896800213,40.6731482030684,"15-18",17
"2017",10,1,"Injury",-73.9911773813025,40.7553298468021,"9-12",11
"2017",10,1,"Injury",-73.8873921730019,40.664353456016,"12-15",14
"2017",10,1,"Injury",-73.9829641449192,40.7226713236022,"9-12",11
"2017",10,1,"Injury",-73.9822552863107,40.7573873636786,"12-15",14
"2017",10,1,"Injury",-73.8239333880187,40.7598937551233,"21-24",23
"2017",10,1,"Injury",-73.7934399118732,40.7607641267854,"18-21",20
"2017",10,1,"Injury",-74.0101281072772,40.7143827655261,"21-24",23
"2017",10,1,"Injury",-73.9291920454496,40.8144960108769,"9-12",11
"2017",10,1,"Injury",-73.8021114606683,40.7139257326726,"18-21",20
"2017",10,1,"Injury",-73.9661274729563,40.7621792985123,"18-21",20
"2017",10,1,"Injury",-73.8848005706262,40.7382385717056,"9-12",11
"2017",10,1,"Injury",-73.9849410279556,40.7323476022758,"18-21",20
"2017",10,1,"Injury",-74.0144555947829,40.7109071519914,"18-21",20
"2017",10,1,"Injury",-73.9820610625463,40.6132384174415,"21-24",23
"2017",10,1,"Injury",-73.9941793044397,40.7246924050414,"18-21",20
"2017",10,1,"Injury",-73.9517796981738,40.7311521168392,"18-21",20
"2017",10,1,"Injury",-73.9439109568446,40.71164148622,"15-18",17
"2017",10,1,"Injury",-73.8490330630972,40.7239150478207,"9-12",11
